z_re,z_im,w_re,w_im
-2.4915254237288136,-2.084745762711864,2.052930615597261,-1.362850304090255
-2.4915254237288136,-1.9830508474576272,2.0537711628162407,-1.3835996570010356
-2.4915254237288136,-1.8813559322033897,2.055102481987893,-1.4045560239736175
-2.4915254237288136,-1.7796610169491525,2.0569446768670003,-1.4257004697402706
-2.4915254237288136,-1.6779661016949152,2.0593170800609433,-1.4470120307693186
-2.4915254237288136,-1.5762711864406778,2.0622380234881224,-1.4684677142666656
-2.4915254237288136,-1.4745762711864405,2.065724598416571,-1.4900425259839079
-2.4915254237288136,-1.3728813559322033,2.069792408978458,-1.5117095298840608
-2.4915254237288136,-1.271186440677966,2.074455323824032,-1.5334399421736455
-2.4915254237288136,-1.1694915254237288,2.0797252312760324,-1.5552032614744067
-2.4915254237288136,-1.0677966101694913,2.0856118039219402,-1.576967435984897
-2.4915254237288136,-0.9661016949152543,2.0921222789847205,-1.5986990673912738
-2.4915254237288136,-0.8644067796610169,2.099261260993515,-1.62036365006282
-2.4915254237288136,-0.7627118644067794,2.107030553192304,-1.6419258427610213
-2.4915254237288136,-0.6610169491525424,2.115429023747422,-1.6633497687650824
-2.4915254237288136,-0.5593220338983049,2.1244525121316653,-1.6845993390451302
-2.4915254237288136,-0.45762711864406747,2.1340937800815354,-1.705638591975693
-2.4915254237288136,-0.35593220338983045,2.144342510275462,-1.7264320421536776
-2.4915254237288136,-0.254237288135593,2.155185354416988,-1.7469450302361402
-2.4915254237288136,-0.15254237288135553,-0.31359376978576126,2.7391302977471064
-2.4915254237288136,-0.05084745762711851,-0.3016143308179562,2.719277211086956
-2.4915254237288136,0.05084745762711895,-0.28909779673097913,2.6998002701889527
-2.4915254237288136,0.15254237288135597,-0.2760682026889415,2.6807276017151884
-2.4915254237288136,0.25423728813559343,-0.26255168746257496,2.662085026292951
-2.4915254237288136,0.3559322033898309,-0.2485762023414635,2.6438958646295676
-2.4915254237288136,0.4576271186440679,-0.2341712006953025,2.6261807883808124
-2.4915254237288136,0.5593220338983054,-0.21936731613312077,2.6089577173955734
-2.4915254237288136,0.6610169491525424,-0.20419603715881263,2.5922417633949273
-2.4915254237288136,0.7627118644067798,-0.18868938584247297,2.5760452186782077
-2.4915254237288136,0.8644067796610173,-0.17287960736582908,2.560377587152104
-2.4915254237288136,0.9661016949152543,-0.156798876416557,2.545245653903948
-2.4915254237288136,1.0677966101694913,-0.14047902536855483,2.5306535887199217
-2.4915254237288136,1.1694915254237293,-0.12395129806300786,2.5166030783957565
-2.4915254237288136,1.2711864406779663,-0.10724613186433563,2.503093482396258
-2.4915254237288136,1.3728813559322033,-0.0903929695636645,2.49012200637019
-2.4915254237288136,1.4745762711864412,-0.07342010168713853,2.477683888186868
-2.4915254237288136,1.5762711864406782,-0.0563545388714658,2.465772591491456
-2.4915254237288136,1.6779661016949152,-0.03922191321624835,2.454380002235363
-2.4915254237288136,1.7796610169491531,-0.022046406921820694,2.4434966241846574
-2.4915254237288136,1.8813559322033901,-0.004850706072343947,2.4331117700043916
-2.4915254237288136,1.9830508474576272,0.012344022881321415,2.423213745126287
-2.4915254237288136,2.084745762711865,0.029518136559860464,2.4137900222036426
-2.4915254237288136,2.186440677966102,0.04665350069895746,2.4048274045191027
-2.4915254237288136,2.288135593220339,0.06373346145236225,2.3963121772227893
-2.4915254237288136,2.389830508474577,0.08074280450602678,2.388230245730782
-2.4915254237288136,2.491525423728814,0.09766770439725214,2.380567261002182
-2.4915254237288136,2.593220338983051,0.11449566623763019,2.3733087317364014
-2.4915254237288136,2.694915254237289,0.1312154618205168,2.366440123793006
-2.4915254237288136,2.796610169491526,0.14781706186515042,2.359946947338922
-2.4915254237288136,2.898305084745763,0.1642915659201759,2.3538148323778145
-2.4915254237288136,3.0,0.18063113122681074,2.3480295934205713
-2.389830508474576,-3.0,2.045664356987477,-1.184670826502542
-2.389830508474576,-2.8983050847457625,2.0427192932691374,-1.2033092853429226
-2.389830508474576,-2.7966101694915255,2.040082158238937,-1.2222635687323877
-2.389830508474576,-2.694915254237288,2.037773626106561,-1.241530542825085
-2.389830508474576,-2.593220338983051,2.035815029870057,-1.261105717930402
-2.389830508474576,-2.4915254237288136,2.034228286328579,-1.2809831222391226
-2.389830508474576,-2.389830508474576,2.033035802977597,-1.301155175076977
-2.389830508474576,-2.288135593220339,2.0322603653265823,-1.3216125619793353
-2.389830508474576,-2.1864406779661016,2.0319250034038427,-1.342344114307227
-2.389830508474576,-2.084745762711864,2.0320528365367263,-1.3633366965524043
-2.389830508474576,-1.9830508474576272,2.032666895928582,-1.3845751048874915
-2.389830508474576,-1.8813559322033897,2.0337899251038447,-1.4060419808810045
